doc_id,gold_document_id,strategy,strategy_label,run,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,0,1444.0,188.0,1632.0,0.00722,0.00282,0.01004
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,1,1444.0,188.0,1632.0,0.00722,0.00282,0.01004
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,2,1444.0,188.0,1632.0,0.00722,0.00282,0.01004
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,0,4437.0,188.0,4625.0,0.022185000000000003,0.00282,0.025005000000000003
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,1,4437.0,188.0,4625.0,0.022185000000000003,0.00282,0.025005000000000003
Justice-in-Aging-FY23-Audited-Financial-Statements,JusticeInAging_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,2,4437.0,188.0,4625.0,0.022185000000000003,0.00282,0.025005000000000003
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,S1 – Full text,0,13015.0,238.0,13253.0,0.06507500000000001,0.00357,0.06864500000000001
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,S1 – Full text,1,13015.0,235.0,13250.0,0.06507500000000001,0.0035249999999999995,0.06860000000000001
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S1_full,S1 – Full text,2,13015.0,212.0,13227.0,0.06507500000000001,0.0031799999999999997,0.06825500000000001
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,S2 – Section filtering,0,6117.0,215.0,6332.0,0.030585,0.003225,0.03381
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,S2 – Section filtering,1,6117.0,237.0,6354.0,0.030585,0.0035549999999999996,0.034140000000000004
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S2_sections,S2 – Section filtering,2,6117.0,245.0,6362.0,0.030585,0.003675,0.03426
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,S3 – Field extraction,0,1226.0,87.0,1313.0,0.00613,0.001305,0.007435
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,S3 – Field extraction,1,1226.0,165.0,1391.0,0.00613,0.002475,0.008605
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S3_fields,S3 – Field extraction,2,1226.0,152.0,1378.0,0.00613,0.00228,0.00841
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,0,1501.0,165.0,1666.0,0.0075049999999999995,0.002475,0.00998
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,1,1501.0,165.0,1666.0,0.0075049999999999995,0.002475,0.00998
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,2,1501.0,165.0,1666.0,0.0075049999999999995,0.002475,0.00998
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,0,5100.0,152.0,5252.0,0.0255,0.00228,0.02778
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,1,5100.0,152.0,5252.0,0.0255,0.00228,0.02778
2024_Water.org_audited_financials,WaterOrg_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,2,5100.0,152.0,5252.0,0.0255,0.00228,0.02778
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,S1 – Full text,0,14287.0,215.0,14502.0,0.07143500000000001,0.003225,0.07466000000000002
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,S1 – Full text,1,14287.0,215.0,14502.0,0.07143500000000001,0.003225,0.07466000000000002
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S1_full,S1 – Full text,2,14287.0,175.0,14462.0,0.07143500000000001,0.0026249999999999997,0.07406000000000001
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,S2 – Section filtering,0,2390.0,135.0,2525.0,0.01195,0.002025,0.013975000000000001
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,S2 – Section filtering,1,2390.0,135.0,2525.0,0.01195,0.002025,0.013975000000000001
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S2_sections,S2 – Section filtering,2,2390.0,135.0,2525.0,0.01195,0.002025,0.013975000000000001
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,S3 – Field extraction,0,1213.0,179.0,1392.0,0.006065000000000001,0.002685,0.00875
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,S3 – Field extraction,1,1213.0,179.0,1392.0,0.006065000000000001,0.002685,0.00875
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S3_fields,S3 – Field extraction,2,1213.0,179.0,1392.0,0.006065000000000001,0.002685,0.00875
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,0,1404.0,178.0,1582.0,0.007019999999999999,0.0026699999999999996,0.009689999999999999
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,1,1404.0,178.0,1582.0,0.007019999999999999,0.0026699999999999996,0.009689999999999999
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,2,1404.0,178.0,1582.0,0.007019999999999999,0.0026699999999999996,0.009689999999999999
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,0,2540.0,217.0,2757.0,0.012700000000000001,0.0032549999999999996,0.015955
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,1,2540.0,178.0,2718.0,0.012700000000000001,0.0026699999999999996,0.015370000000000002
2024-CARE-USA-Financial-Statements_Final,CARE_USA_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,2,2540.0,247.0,2787.0,0.012700000000000001,0.003705,0.016405000000000003
PATH-annual-report-2024,PATH_AnnualReport_2024,S1_full,S1 – Full text,0,10540.0,125.0,10665.0,0.0527,0.001875,0.054575
PATH-annual-report-2024,PATH_AnnualReport_2024,S1_full,S1 – Full text,1,10540.0,125.0,10665.0,0.0527,0.001875,0.054575
PATH-annual-report-2024,PATH_AnnualReport_2024,S1_full,S1 – Full text,2,10540.0,125.0,10665.0,0.0527,0.001875,0.054575
PATH-annual-report-2024,PATH_AnnualReport_2024,S2_sections,S2 – Section filtering,0,3379.0,128.0,3507.0,0.016895,0.00192,0.018815000000000002
PATH-annual-report-2024,PATH_AnnualReport_2024,S2_sections,S2 – Section filtering,1,3379.0,161.0,3540.0,0.016895,0.002415,0.01931
PATH-annual-report-2024,PATH_AnnualReport_2024,S2_sections,S2 – Section filtering,2,3379.0,161.0,3540.0,0.016895,0.002415,0.01931
PATH-annual-report-2024,PATH_AnnualReport_2024,S3_fields,S3 – Field extraction,0,776.0,123.0,899.0,0.00388,0.0018449999999999999,0.005725
PATH-annual-report-2024,PATH_AnnualReport_2024,S3_fields,S3 – Field extraction,1,776.0,88.0,864.0,0.00388,0.0013199999999999998,0.0052
PATH-annual-report-2024,PATH_AnnualReport_2024,S3_fields,S3 – Field extraction,2,776.0,123.0,899.0,0.00388,0.0018449999999999999,0.005725
PATH-annual-report-2024,PATH_AnnualReport_2024,S4_hybrid,S4 – Hybrid,0,776.0,123.0,899.0,0.00388,0.0018449999999999999,0.005725
PATH-annual-report-2024,PATH_AnnualReport_2024,S4_hybrid,S4 – Hybrid,1,776.0,88.0,864.0,0.00388,0.0013199999999999998,0.0052
PATH-annual-report-2024,PATH_AnnualReport_2024,S4_hybrid,S4 – Hybrid,2,776.0,123.0,899.0,0.00388,0.0018449999999999999,0.005725
PATH-annual-report-2024,PATH_AnnualReport_2024,S5_extended,S5 – Extended extraction,0,2996.0,123.0,3119.0,0.01498,0.0018449999999999999,0.016825
PATH-annual-report-2024,PATH_AnnualReport_2024,S5_extended,S5 – Extended extraction,1,2996.0,88.0,3084.0,0.01498,0.0013199999999999998,0.0163
PATH-annual-report-2024,PATH_AnnualReport_2024,S5_extended,S5 – Extended extraction,2,2996.0,123.0,3119.0,0.01498,0.0018449999999999999,0.016825
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,S1 – Full text,0,17512.0,157.0,17669.0,0.08756,0.002355,0.089915
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,S1 – Full text,1,17512.0,229.0,17741.0,0.08756,0.003435,0.09099499999999999
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S1_full,S1 – Full text,2,17512.0,158.0,17670.0,0.08756,0.00237,0.08993
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,S2 – Section filtering,0,9907.0,198.0,10105.0,0.049535,0.00297,0.052505
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,S2 – Section filtering,1,9907.0,166.0,10073.0,0.049535,0.00249,0.052025
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S2_sections,S2 – Section filtering,2,9907.0,202.0,10109.0,0.049535,0.00303,0.052565
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,S3 – Field extraction,0,1267.0,146.0,1413.0,0.0063349999999999995,0.0021899999999999997,0.008525
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,S3 – Field extraction,1,1267.0,146.0,1413.0,0.0063349999999999995,0.0021899999999999997,0.008525
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S3_fields,S3 – Field extraction,2,1267.0,145.0,1412.0,0.0063349999999999995,0.002175,0.00851
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,0,1560.0,146.0,1706.0,0.0078000000000000005,0.0021899999999999997,0.00999
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,1,1560.0,146.0,1706.0,0.0078000000000000005,0.0021899999999999997,0.00999
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,2,1560.0,146.0,1706.0,0.0078000000000000005,0.0021899999999999997,0.00999
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,0,7769.0,145.0,7914.0,0.038845000000000005,0.002175,0.04102
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,1,7769.0,145.0,7914.0,0.038845000000000005,0.002175,0.04102
Somos+2024+Audited+Financial+Statements+-+Final,SOMOSMayfair_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,2,7769.0,145.0,7914.0,0.038845000000000005,0.002175,0.04102
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,S1 – Full text,0,10143.0,157.0,10300.0,0.050715,0.002355,0.053070000000000006
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,S1 – Full text,1,10143.0,175.0,10318.0,0.050715,0.0026249999999999997,0.053340000000000005
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S1_full,S1 – Full text,2,10143.0,157.0,10300.0,0.050715,0.002355,0.053070000000000006
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,S2 – Section filtering,0,6627.0,163.0,6790.0,0.033135,0.002445,0.03558
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,S2 – Section filtering,1,6627.0,116.0,6743.0,0.033135,0.00174,0.034874999999999996
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S2_sections,S2 – Section filtering,2,6627.0,172.0,6799.0,0.033135,0.00258,0.035715
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,S3 – Field extraction,0,1232.0,208.0,1440.0,0.00616,0.00312,0.00928
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,S3 – Field extraction,1,1232.0,208.0,1440.0,0.00616,0.00312,0.00928
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S3_fields,S3 – Field extraction,2,1232.0,208.0,1440.0,0.00616,0.00312,0.00928
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S4_hybrid,S4 – Hybrid,0,1527.0,130.0,1657.0,0.007634999999999999,0.00195,0.009585
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S4_hybrid,S4 – Hybrid,1,1527.0,208.0,1735.0,0.007634999999999999,0.00312,0.010754999999999999
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S4_hybrid,S4 – Hybrid,2,1527.0,130.0,1657.0,0.007634999999999999,0.00195,0.009585
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S5_extended,S5 – Extended extraction,0,4567.0,181.0,4748.0,0.022835,0.002715,0.02555
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S5_extended,S5 – Extended extraction,1,4567.0,177.0,4744.0,0.022835,0.002655,0.025490000000000002
FY24-25-ALC-Audit-Financial,AsianLawCaucus_AuditedFinancials_2025,S5_extended,S5 – Extended extraction,2,4567.0,177.0,4744.0,0.022835,0.002655,0.025490000000000002
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S1_full,S1 – Full text,0,11138.0,159.0,11297.0,0.05569,0.002385,0.058075
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S1_full,S1 – Full text,1,11138.0,159.0,11297.0,0.05569,0.002385,0.058075
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S1_full,S1 – Full text,2,11138.0,159.0,11297.0,0.05569,0.002385,0.058075
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S2_sections,S2 – Section filtering,0,3874.0,136.0,4010.0,0.019370000000000002,0.00204,0.021410000000000002
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S2_sections,S2 – Section filtering,1,3874.0,86.0,3960.0,0.019370000000000002,0.00129,0.02066
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S2_sections,S2 – Section filtering,2,3874.0,159.0,4033.0,0.019370000000000002,0.002385,0.021755000000000004
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S3_fields,S3 – Field extraction,0,1090.0,139.0,1229.0,0.005450000000000001,0.002085,0.007535000000000001
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S3_fields,S3 – Field extraction,1,1090.0,139.0,1229.0,0.005450000000000001,0.002085,0.007535000000000001
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S3_fields,S3 – Field extraction,2,1090.0,158.0,1248.0,0.005450000000000001,0.00237,0.00782
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,0,1363.0,139.0,1502.0,0.006815,0.002085,0.0089
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,1,1363.0,139.0,1502.0,0.006815,0.002085,0.0089
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S4_hybrid,S4 – Hybrid,2,1363.0,158.0,1521.0,0.006815,0.00237,0.009185
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,0,4122.0,164.0,4286.0,0.02061,0.00246,0.02307
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,1,4122.0,164.0,4286.0,0.02061,0.00246,0.02307
FY23_Audit,RockingTheBoat_AuditedFinancials_2023,S5_extended,S5 – Extended extraction,2,4122.0,164.0,4286.0,0.02061,0.00246,0.02307
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S1_full,S1 – Full text,0,12238.0,190.0,12428.0,0.06119,0.00285,0.06404
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S1_full,S1 – Full text,1,12238.0,190.0,12428.0,0.06119,0.00285,0.06404
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S1_full,S1 – Full text,2,12238.0,190.0,12428.0,0.06119,0.00285,0.06404
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,0,11625.0,190.0,11815.0,0.058125,0.00285,0.060975
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,1,11625.0,190.0,11815.0,0.058125,0.00285,0.060975
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,2,11625.0,190.0,11815.0,0.058125,0.00285,0.060975
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,0,1136.0,87.0,1223.0,0.005679999999999999,0.001305,0.006984999999999999
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,1,1136.0,87.0,1223.0,0.005679999999999999,0.001305,0.006984999999999999
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S3_fields,S3 – Field extraction,2,1136.0,87.0,1223.0,0.005679999999999999,0.001305,0.006984999999999999
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,0,1375.0,87.0,1462.0,0.006875,0.001305,0.00818
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,1,1375.0,87.0,1462.0,0.006875,0.001305,0.00818
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S4_hybrid,S4 – Hybrid,2,1375.0,87.0,1462.0,0.006875,0.001305,0.00818
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,0,6721.0,132.0,6853.0,0.033605,0.00198,0.035585000000000006
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,1,6721.0,87.0,6808.0,0.033605,0.001305,0.034910000000000004
Public-Citizen-Foundation-Inc.-FS-3,PublicCitizenFoundation_AuditedFinancials_2024,S5_extended,S5 – Extended extraction,2,6721.0,132.0,6853.0,0.033605,0.00198,0.035585000000000006
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S1_full,S1 – Full text,0,18544.0,220.0,18764.0,0.09272000000000001,0.0033,0.09602000000000001
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S1_full,S1 – Full text,1,18544.0,277.0,18821.0,0.09272000000000001,0.004155,0.09687500000000002
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S1_full,S1 – Full text,2,18544.0,172.0,18716.0,0.09272000000000001,0.00258,0.09530000000000001
financial-statements-2024,SaveTheChildrenFederation_AuditedFinancials_2024,S2_sections,S2 – Section filtering,0,12327.0,222.0,12549.0,0.061635,0.00333,0.06496500000000001
